time,temperature_2m (°C),precipitation (mm),cloud_cover (%),visibility (m),wind_speed_10m (km/h)
2022-04-23T12:00,16.8,0,3,58500,14.6
2022-04-23T13:00,16.4,0,8,53800,9.4
2022-04-23T14:00,16.9,0,7,53700,8.7
2022-04-23T15:00,16.6,0,5,58000,14.5
2022-04-23T16:00,16.2,0,1,52800,12.6
2022-04-23T17:00,15,0,3,51100,13
2022-04-23T18:00,13,0,0,34500,13
2022-04-23T19:00,12.6,0,9,31300,10.6
2022-04-23T20:00,12.6,0,29,32100,7.8
2022-04-23T21:00,12.4,0,14,34500,5.6
2022-04-23T22:00,12,0,86,28500,5
2022-04-23T23:00,11.5,0,0,29100,5.7
2022-04-24T00:00,11.3,0,0,25800,3.3
2022-04-24T01:00,11.3,0,2,26000,5.6
2022-04-24T02:00,10.6,0,100,20500,5.2
2022-04-24T03:00,10.6,0,48,20300,4.3
2022-04-24T04:00,10.4,0,10,20500,3.2
2022-04-24T05:00,9.8,0,4,20200,6.3
2022-04-24T06:00,10.4,0,100,19800,4.2
2022-04-24T07:00,12.5,0,100,32200,12.7
2022-04-24T08:00,14.3,0,90,41200,13.1
2022-04-24T09:00,16.5,0,8,55100,14.5
2022-04-24T10:00,15.6,0,5,48500,17.5
2022-04-24T11:00,16.4,0,41,50900,16.2
2022-04-24T12:00,15.5,0,32,42300,19.3
2022-04-24T13:00,16,0,10,47000,21.7
2022-04-24T14:00,15.7,0,2,44300,18.5
2022-04-24T15:00,15.2,0,3,43900,18.8
2022-04-24T16:00,13.8,0,4,36700,18.5
2022-04-24T17:00,12.6,0,5,39800,14.9
2022-04-24T18:00,11,0,3,40000,14.3
2022-04-24T19:00,10.1,0,1,37500,12.3
2022-04-24T20:00,9,0,3,33200,8.7
2022-04-24T21:00,9.3,0,2,42700,4.8
2022-04-24T22:00,8.7,0,13,35800,2.3
2022-04-24T23:00,8.5,0,6,36900,4.9
2022-04-25T00:00,7.8,0,0,31200,8.3
2022-04-25T01:00,7.8,0,0,32100,5.8
2022-04-25T02:00,6.9,0,2,25500,5.9
2022-04-25T03:00,6.9,0,2,25900,4.2
2022-04-25T04:00,7,0,4,27900,3.8
2022-04-25T05:00,6.4,0,2,23500,7.2
2022-04-25T06:00,7.4,0,0,24000,7.6
2022-04-25T07:00,9.2,0,47,27600,12.3
2022-04-25T08:00,11,0,100,41600,12.8
2022-04-25T09:00,12.3,0,100,47900,10.9
2022-04-25T10:00,13.3,0,100,51900,10.5
2022-04-25T11:00,13.8,0,100,59400,9.7
2022-04-25T12:00,13.7,0,100,49700,12.3
2022-04-25T13:00,14.2,0,100,43300,14.3
2022-04-25T14:00,13.9,0,100,43800,13.9
2022-04-25T15:00,12.6,0,100,44000,11.7
2022-04-25T16:00,11.2,0,100,35900,13.6
2022-04-25T17:00,11.4,0,100,36100,9.2
2022-04-25T18:00,10.8,0,100,35500,5.8
2022-04-25T19:00,10.3,0,100,30500,7.9
2022-04-25T20:00,10.1,0,100,29700,5.3
2022-04-25T21:00,10.5,0,100,27800,9.3
2022-04-25T22:00,10.4,0,100,25900,5.2
2022-04-25T23:00,10.3,0,100,29400,9.6
2022-04-26T00:00,10.3,0,100,27900,8.8
2022-04-26T01:00,10.3,0,100,23500,12.1
2022-04-26T02:00,10.5,0,100,21900,5.8
2022-04-26T03:00,10.4,0,100,19600,4
2022-04-26T04:00,10.6,0,100,18900,5.2
2022-04-26T05:00,10.9,0,100,19300,8.3
2022-04-26T06:00,10.9,0,100,18600,6.1
2022-04-26T07:00,10.6,0,100,15500,9.9
2022-04-26T08:00,10.8,0,100,13000,9.2
2022-04-26T09:00,11.9,0,100,200,8.9
2022-04-26T10:00,14,0,100,15400,12.2
2022-04-26T11:00,12.3,0,100,15600,12.1
2022-04-26T12:00,12.9,0,100,12900,11.7
2022-04-26T13:00,12.5,0,100,12600,11.7
2022-04-26T14:00,13.2,0,100,14100,12.1
2022-04-26T15:00,13.1,0,74,14700,13.8
2022-04-26T16:00,13.6,0,40,15200,13.3
2022-04-26T17:00,13.8,0,18,15200,8.4
2022-04-26T18:00,13.7,0,99,15100,2.4
2022-04-26T19:00,13.2,0,84,12500,5.5
2022-04-26T20:00,13.3,0,100,13800,4.2
2022-04-26T21:00,13.6,0.4,86,14700,2.2
2022-04-26T22:00,13,0,99,14500,4
2022-04-26T23:00,13.1,0,100,13800,10.4
2022-04-27T00:00,13.2,0,26,13000,10.1
2022-04-27T01:00,12.5,0,100,20800,21.8
2022-04-27T02:00,10.3,0,0,24200,19.7
2022-04-27T03:00,8.6,0,4,26000,16
2022-04-27T04:00,7.8,0,0,28300,15.9
2022-04-27T05:00,7.4,0,0,31400,13.6
2022-04-27T06:00,7.4,0,98,36800,11.7
2022-04-27T07:00,9.3,0,0,42800,17
2022-04-27T08:00,10.2,0,100,44800,29.1
2022-04-27T09:00,11.5,0,29,50300,26.1
2022-04-27T10:00,12.6,0,52,51400,31.8
2022-04-27T11:00,13.3,0,99,59500,27.5
2022-04-27T12:00,13.8,0,99,59700,27.7
2022-04-27T13:00,12.9,0,60,56800,31.7
2022-04-27T14:00,12.5,0,41,59500,31.7
2022-04-27T15:00,12.2,0,5,60000,32.2
2022-04-27T16:00,11.1,0,95,56700,31.8
2022-04-27T17:00,10.1,0,65,52600,30.9
2022-04-27T18:00,9.2,0,26,52400,29.2
2022-04-27T19:00,7.9,0,1,51700,29.4
2022-04-27T20:00,7.2,0,1,50800,27.1
2022-04-27T21:00,6.1,0,58,45600,19.8
2022-04-27T22:00,5.3,0,0,44100,24.4
2022-04-27T23:00,4.8,0,0,45900,19.7
2022-04-28T00:00,4.4,0,0,46200,17.7
2022-04-28T01:00,4.4,0,0,42800,18.9
2022-04-28T02:00,3.8,0,0,37000,20.1
2022-04-28T03:00,3.4,0,2,35400,19.4
2022-04-28T04:00,3.3,0,0,36000,19.3
2022-04-28T05:00,3.3,0,14,35300,21.5
2022-04-28T06:00,3.8,0,55,38700,19.2
2022-04-28T07:00,4.8,0,6,38300,22.4
2022-04-28T08:00,6.2,0,4,46000,25.7
2022-04-28T09:00,8.1,0,3,49700,27.8
2022-04-28T10:00,9.8,0,0,60200,30.4
2022-04-28T11:00,11,0,0,71700,30.5
2022-04-28T12:00,12.1,0,0,76700,31.1
2022-04-28T13:00,13.2,0,0,83700,35.1
2022-04-28T14:00,13.7,0,1,87600,35.7
2022-04-28T15:00,14.2,0,2,84000,34.5
2022-04-28T16:00,13.9,0,0,90000,34.8
2022-04-28T17:00,13.3,0,0,90000,33
2022-04-28T18:00,12.5,0,0,90000,29.8
2022-04-28T19:00,10.7,0,0,85500,28.8
2022-04-28T20:00,9.5,0,0,79900,22.7
2022-04-28T21:00,8.2,0,0,77200,21.9
2022-04-28T22:00,7.5,0,0,75600,18.3
2022-04-28T23:00,6.6,0,0,70300,13.3
2022-04-29T00:00,5.6,0,0,64700,11.8
2022-04-29T01:00,5.2,0,0,63700,12.8
2022-04-29T02:00,4.2,0,0,57900,11.3
2022-04-29T03:00,3.7,0,0,53700,11.3
2022-04-29T04:00,3,0,0,50100,9
2022-04-29T05:00,2.8,0,0,45800,11.2
2022-04-29T06:00,3.8,0,0,50000,12
2022-04-29T07:00,6.1,0,0,56300,16.1
2022-04-29T08:00,7.7,0,0,67400,22.8
2022-04-29T09:00,9.5,0,0,75500,25
2022-04-29T10:00,11.5,0,0,82700,24.6
2022-04-29T11:00,13.5,0,0,86200,25.7
2022-04-29T12:00,15.3,0,0,90000,29.1
2022-04-29T13:00,16.4,0,0,90000,28.9
2022-04-29T14:00,17.1,0,0,90000,28
2022-04-29T15:00,17.5,0,0,90000,28.3
2022-04-29T16:00,17.5,0,0,90000,26
2022-04-29T17:00,17,0,0,90000,25.3
2022-04-29T18:00,16.2,0,0,90000,24.5
2022-04-29T19:00,14.5,0,0,90000,17.9
2022-04-29T20:00,13.2,0,0,90000,15.5
2022-04-29T21:00,11.9,0,0,87300,12.6
2022-04-29T22:00,10.5,0,0,73500,18
2022-04-29T23:00,9.8,0,0,68700,19.4
2022-04-30T00:00,9,0,0,68500,11.2
2022-04-30T01:00,8,0,0,64800,10.2
2022-04-30T02:00,6.6,0,0,55700,6.8
2022-04-30T03:00,6.1,0,0,51100,9.7
2022-04-30T04:00,5,0,0,45100,5.6
2022-04-30T05:00,4.5,0,0,40800,5.4
2022-04-30T06:00,5.7,0,0,42000,5.2
2022-04-30T07:00,8.4,0,0,46800,8.2
2022-04-30T08:00,10.7,0,0,57600,10
2022-04-30T09:00,13.2,0,0,73700,12.4
2022-04-30T10:00,15,0,0,75900,19.2
2022-04-30T11:00,16.4,0,0,81200,15.3
2022-04-30T12:00,17.9,0,0,87500,17.3
2022-04-30T13:00,18.6,0,0,89700,16.5
2022-04-30T14:00,19.2,0,0,85800,13.9
2022-04-30T15:00,20.3,0,0,90000,12.3
2022-04-30T16:00,20,0,0,88800,12.2
2022-04-30T17:00,19.2,0,0,84200,6.6
2022-04-30T18:00,15.1,0,0,65800,15.8
2022-04-30T19:00,13.7,0,0,70000,12.2
2022-04-30T20:00,12.4,0,0,57100,3.1
2022-04-30T21:00,11,0,0,44300,6.1
2022-04-30T22:00,10.6,0,0,49700,7.2
2022-04-30T23:00,9.3,0,0,33800,6
2022-05-01T00:00,8.6,0,0,27800,8.7
2022-05-01T01:00,7.9,0,0,24200,5.8
2022-05-01T02:00,7.4,0,0,20300,7.1
2022-05-01T03:00,6.6,0,0,20400,2.9
2022-05-01T04:00,5.9,0,0,20900,4
2022-05-01T05:00,5.2,0,0,18400,1.6
2022-05-01T06:00,7.1,0,0,24300,3.9
2022-05-01T07:00,10.4,0,0,37000,9.8
2022-05-01T08:00,13.1,0,0,43800,9.4
2022-05-01T09:00,15.9,0,0,55300,13.3
2022-05-01T10:00,17.6,0,0,58400,7.5
2022-05-01T11:00,19.1,0,0,63200,5.3
2022-05-01T12:00,19,0,2,60200,10.7
2022-05-01T13:00,19.3,0,0,65600,10.4
2022-05-01T14:00,19.7,0,98,65200,14.3
2022-05-01T15:00,18.8,0,98,62500,17.4
2022-05-01T16:00,17.7,0,89,61700,16.9
2022-05-01T17:00,15.8,0,99,46300,17.6
2022-05-01T18:00,15.4,0,99,42500,11
2022-05-01T19:00,13.7,0,99,38800,14.9
2022-05-01T20:00,13.9,0,40,30200,12.9
2022-05-01T21:00,13.2,0,99,25900,12.6
2022-05-01T22:00,13.1,0,100,25700,13.3
2022-05-01T23:00,12.7,0,100,24500,6.3
2022-05-02T00:00,12.5,0,55,24300,5.9
2022-05-02T01:00,11.9,0,100,22500,4.2
2022-05-02T02:00,12.5,0,100,26200,7.8
2022-05-02T03:00,12.7,0,100,26200,4.2
2022-05-02T04:00,11.9,0,100,25400,5.8
2022-05-02T05:00,11.2,3.6,100,14800,2.8
2022-05-02T06:00,10.7,0.4,100,12400,12.6
2022-05-02T07:00,11.1,0.4,100,12600,4.7
2022-05-02T08:00,11.4,0,100,7500,9.5
2022-05-02T09:00,11.9,0,100,13700,11.2
2022-05-02T10:00,12.5,0,100,7000,12.4
2022-05-02T11:00,11.8,0,100,12300,10.5
2022-05-02T12:00,12.2,1.1,100,13100,11.7
2022-05-02T13:00,12.1,0,100,13300,13.7
2022-05-02T14:00,12.4,0,100,13300,14.5
2022-05-02T15:00,12.4,0,100,13100,12.2
2022-05-02T16:00,11.7,0,100,12200,12.1
2022-05-02T17:00,11.5,0,100,13800,12.4
2022-05-02T18:00,10.9,0,100,12800,9.8
2022-05-02T19:00,11,0,100,13000,9.2
2022-05-02T20:00,11.1,0,100,13000,9.3
2022-05-02T21:00,11,0,100,12500,9.4
2022-05-02T22:00,11,0,100,12800,8.5
2022-05-02T23:00,11.4,0,100,13700,7.2
2022-05-03T00:00,11.3,0,100,13500,5.7
2022-05-03T01:00,10.8,0,100,13800,7.8
2022-05-03T02:00,11.1,0,100,13500,9.3
2022-05-03T03:00,11.3,0,100,14700,8.4
2022-05-03T04:00,10.6,0,100,14600,6.9
2022-05-03T05:00,10.5,0,5,15100,7.9
2022-05-03T06:00,10.7,0,40,14400,8.7
2022-05-03T07:00,12,0,27,18100,16
2022-05-03T08:00,13.2,0,13,21300,16.8
2022-05-03T09:00,14,0,20,21500,14.8
2022-05-03T10:00,14.2,0,50,21100,16.3
2022-05-03T11:00,14.6,0,98,23000,13
2022-05-03T12:00,16.1,0,93,25000,15.9
2022-05-03T13:00,17.3,0,99,26800,9.8
2022-05-03T14:00,17.5,0,100,25400,5.4
2022-05-03T15:00,15.3,0,100,23500,11.8
2022-05-03T16:00,13.8,0,100,18200,11
2022-05-03T17:00,14.1,0,100,22000,7.9
2022-05-03T18:00,13.1,0,100,21400,13.4
2022-05-03T19:00,12.7,0,100,21400,11.1
2022-05-03T20:00,11.5,0,100,18600,13.1
2022-05-03T21:00,11,0,100,17200,9.2
2022-05-03T22:00,10.9,0,100,16600,11.1
2022-05-03T23:00,10,0,100,13500,14.7
2022-05-04T00:00,9.4,0,100,12200,10.1
2022-05-04T01:00,9.7,0,100,12300,9.4
2022-05-04T02:00,9.7,0,100,12700,9.4
2022-05-04T03:00,9.5,0,100,12200,7.2
2022-05-04T04:00,9.6,0,100,12400,8.1
2022-05-04T05:00,9.7,0,100,12400,4.9
2022-05-04T06:00,9.8,0,100,12200,8.8
2022-05-04T07:00,10.1,0,100,12200,11.2
2022-05-04T08:00,10.1,0.4,100,12200,3.3
2022-05-04T09:00,10.8,0,100,12200,8.7
2022-05-04T10:00,11.4,0,100,12400,4.4
2022-05-04T11:00,11.9,0,100,12700,1.6
2022-05-04T12:00,12.4,0,100,12200,4.3
2022-05-04T13:00,14,0,100,14600,3.8
2022-05-04T14:00,14,0,99,15600,4.3
2022-05-04T15:00,15.7,0,90,15200,4.8
2022-05-04T16:00,17.2,0,70,18000,5.9
2022-05-04T17:00,17.9,0,100,18600,6.5
2022-05-04T18:00,18,0,4,24000,5.4
2022-05-04T19:00,16.3,0,42,21500,4.4
2022-05-04T20:00,15.2,0,16,18000,2.3
2022-05-04T21:00,15.6,0,15,21300,3.6
2022-05-04T22:00,14.6,0,91,19000,5.4
2022-05-04T23:00,15.5,0,100,19100,4.6
2022-05-05T00:00,15.6,0,100,19500,8.4
2022-05-05T01:00,14.7,0,98,19700,11.3
2022-05-05T02:00,14.8,0,62,19200,9.7
2022-05-05T03:00,14.5,0,22,19600,10.5
2022-05-05T04:00,13.8,0,12,19000,9.3
2022-05-05T05:00,13.4,0,100,19200,7.9
2022-05-05T06:00,13.9,0,54,19100,8.3
2022-05-05T07:00,15.1,0,50,25500,15.8
2022-05-05T08:00,16.7,0,5,27800,17.7
2022-05-05T09:00,18.2,0,6,32800,14.4
2022-05-05T10:00,19.2,0,5,33700,11.9
2022-05-05T11:00,21,0,18,41300,4
2022-05-05T12:00,22.6,0,14,43800,1.8
2022-05-05T13:00,22.8,0,55,55000,6.2
2022-05-05T14:00,23.6,0,98,58000,2.5
2022-05-05T15:00,23.2,0,37,53300,7.2
2022-05-05T16:00,21.1,0,5,38700,16.4
2022-05-05T17:00,20.8,0,7,45400,12.1
2022-05-05T18:00,19,0,5,39900,13.1
2022-05-05T19:00,17.9,0,98,37000,10.6
2022-05-05T20:00,17.2,0,9,35200,5.7
2022-05-05T21:00,16.7,0,98,35600,6.4
2022-05-05T22:00,15.5,0,73,30300,3.4
2022-05-05T23:00,15.9,0,98,33400,9.7
2022-05-06T00:00,15.5,0,98,32300,4.5
2022-05-06T01:00,14.8,0,77,27100,9.6
2022-05-06T02:00,14.8,0,99,30000,9.8
2022-05-06T03:00,13.9,0,98,26900,9.7
2022-05-06T04:00,13.9,0,100,25300,5
2022-05-06T05:00,13.7,0,100,20800,1.8
2022-05-06T06:00,14.2,0,98,22300,2.1
2022-05-06T07:00,13.7,0,98,19700,2.2
2022-05-06T08:00,13.6,0.4,98,14100,10
2022-05-06T09:00,14,0.4,100,14900,8.4
2022-05-06T10:00,14.2,0,99,16300,8.2
2022-05-06T11:00,14.3,0.4,99,16800,4.4
2022-05-06T12:00,14,0,100,14000,4.7
2022-05-06T13:00,13.7,1.8,99,6600,7.3
2022-05-06T14:00,12.9,1.4,100,9200,8.3
2022-05-06T15:00,12.6,5.4,100,8200,7.5
2022-05-06T16:00,11.9,0,100,14700,10
2022-05-06T17:00,11.2,0.7,100,9700,13.6
2022-05-06T18:00,10,0,100,13800,8.4
2022-05-06T19:00,9.8,0.7,100,13700,11.2
2022-05-06T20:00,9.7,0,100,12600,8.9
2022-05-06T21:00,9.6,0.7,100,12500,9.2
2022-05-06T22:00,9.5,0.4,100,12700,13.1
2022-05-06T23:00,9.6,0.4,100,12600,12.8
2022-05-07T00:00,9.5,0.4,100,12300,16.5
2022-05-07T01:00,9.6,0.7,100,8900,18.6
2022-05-07T02:00,9.6,0.4,100,13100,16.1
2022-05-07T03:00,9.8,0.4,100,11500,18.3
2022-05-07T04:00,9.9,1.4,100,13000,18.2
2022-05-07T05:00,9.9,1.1,100,7900,15
2022-05-07T06:00,9.9,0.4,100,13900,19.5
2022-05-07T07:00,10,0,100,14200,19.2
2022-05-07T08:00,9.7,0.7,100,10500,22.7
2022-05-07T09:00,9.7,0,100,15200,20.2
2022-05-07T10:00,9.1,0,100,14400,28.4
2022-05-07T11:00,8.7,0.7,100,6300,27
2022-05-07T12:00,8.3,2.2,100,4000,23.7
2022-05-07T13:00,8.4,1.8,100,6400,22.4
2022-05-07T14:00,8.1,0,100,4900,27.4
2022-05-07T15:00,8.5,0,100,15000,18.4
2022-05-07T16:00,7.5,0,100,18500,25.1
2022-05-07T17:00,7.6,0,100,17000,15.7
2022-05-07T18:00,7.4,0,100,19600,21.9
2022-05-07T19:00,7.4,0,100,12700,21.7
2022-05-07T20:00,7.2,0,100,22700,17.7
2022-05-07T21:00,7.4,0.7,100,23800,12.2
2022-05-07T22:00,6.9,0.7,100,28800,15.7
2022-05-07T23:00,6.7,0,100,31600,15.3
2022-05-08T00:00,6.6,0,100,24400,18
2022-05-08T01:00,6.5,0.4,100,26400,13
2022-05-08T02:00,6.5,0,100,27400,14.2
2022-05-08T03:00,6.8,0,100,26800,14.9
2022-05-08T04:00,7.1,0,100,25300,15.8
2022-05-08T05:00,7,0,100,26400,15.3
2022-05-08T06:00,6.6,0,100,26200,18.8
2022-05-08T07:00,7.5,0,100,25000,18.6
2022-05-08T08:00,9.2,0,100,30600,22
2022-05-08T09:00,10,0,59,37800,27.6
2022-05-08T10:00,11.1,0,100,44200,30.6
2022-05-08T11:00,11.9,0,100,42200,26.1
2022-05-08T12:00,12.4,0,100,43600,21.9
2022-05-08T13:00,13.4,0,54,49300,22.7
2022-05-08T14:00,13.7,0,100,51800,20
2022-05-08T15:00,14,0,95,57700,20.1
2022-05-08T16:00,14.6,0,100,55700,20
2022-05-08T17:00,14,0,100,64800,21.7
2022-05-08T18:00,14,0,100,65000,21.2
2022-05-08T19:00,13,0,100,64700,19.5
2022-05-08T20:00,12.3,0,100,63500,14.6
2022-05-08T21:00,11.2,0,95,60200,14.3
2022-05-08T22:00,10.6,0,90,56600,13.5
2022-05-08T23:00,9.5,0,6,62900,16.3
2022-05-09T00:00,8.7,0,22,66700,14.6
2022-05-09T01:00,7.8,0,0,59600,13.2
2022-05-09T02:00,6.7,0,0,53400,14.8
2022-05-09T03:00,6.1,0,0,56600,13.5
2022-05-09T04:00,5.7,0,0,50900,12.4
2022-05-09T05:00,5.6,0,0,47700,8.8
2022-05-09T06:00,7.2,0,1,49200,12.4
2022-05-09T07:00,9.5,0,8,56300,21.4
2022-05-09T08:00,11.8,0,12,61100,21.7
2022-05-09T09:00,14.2,0,0,70100,24.7
2022-05-09T10:00,16,0,0,70600,24.9
2022-05-09T11:00,17.5,0,0,75000,24.8
2022-05-09T12:00,18.9,0,0,72100,23.2
2022-05-09T13:00,19.8,0,0,81500,23.9
2022-05-09T14:00,20.8,0,0,78300,21.9
2022-05-09T15:00,21.5,0,0,79800,22.6
2022-05-09T16:00,21.5,0,0,89200,23.4
2022-05-09T17:00,20.7,0,2,90000,26.3
2022-05-09T18:00,19.4,0,0,86400,24.9
2022-05-09T19:00,17.6,0,0,83200,23.7
2022-05-09T20:00,15.6,0,0,70100,13.4
2022-05-09T21:00,15.4,0,0,87000,17.6
2022-05-09T22:00,13.9,0,0,79400,20.9
2022-05-09T23:00,12.5,0,0,86200,20.9
2022-05-10T00:00,11.8,0,0,90000,19.2
2022-05-10T01:00,11.3,0,0,90000,17.1
2022-05-10T02:00,10.4,0,0,87100,14.8
2022-05-10T03:00,10.2,0,0,77400,14.6
2022-05-10T04:00,9.8,0,0,67000,12.6
2022-05-10T05:00,9.6,0,0,63800,15.9
2022-05-10T06:00,10.8,0,0,63000,18.7
2022-05-10T07:00,13,0,0,60400,23
2022-05-10T08:00,14.7,0,0,64700,26.7
2022-05-10T09:00,16.9,0,0,66600,24.4
2022-05-10T10:00,18.4,0,0,73500,25.8
2022-05-10T11:00,19.6,0,0,70500,24
2022-05-10T12:00,21.2,0,0,74700,26
2022-05-10T13:00,21.7,0,0,76900,21.5
2022-05-10T14:00,22.8,0,0,81300,22.7
2022-05-10T15:00,22.3,0,0,78500,22
2022-05-10T16:00,22,0,33,79800,17.1
2022-05-10T17:00,20.7,0,4,84600,15.8
2022-05-10T18:00,19.7,0,0,71700,17.6
2022-05-10T19:00,17.2,0,1,73600,17.7
2022-05-10T20:00,16.1,0,10,74600,8.9
2022-05-10T21:00,14.2,0,0,53100,11.8
2022-05-10T22:00,12.5,0,0,50300,9.2
2022-05-10T23:00,11,0,0,42600,8.2
2022-05-11T00:00,11.2,0,0,55300,8.9
2022-05-11T01:00,11.4,0,0,60000,14.1
2022-05-11T02:00,10.6,0,0,64100,13
2022-05-11T03:00,10,0,0,57600,13.4
2022-05-11T04:00,9.7,0,0,55500,10.9
2022-05-11T05:00,9.8,0,0,56900,12.3
2022-05-11T06:00,11,0,0,51900,15.2
2022-05-11T07:00,12.9,0,100,61700,19.6
2022-05-11T08:00,14.6,0,90,54400,20.2
2022-05-11T09:00,15.1,0,100,50300,20.5
2022-05-11T10:00,17.4,0,100,47400,20.5
2022-05-11T11:00,19.4,0,100,43200,20
2022-05-11T12:00,20.1,0,100,43900,20.9
2022-05-11T13:00,20.4,0,100,35100,17.7
2022-05-11T14:00,22.8,0,48,42800,12.4
2022-05-11T15:00,23.2,0,32,38700,10.5
2022-05-11T16:00,22.8,0,6,50200,9.8
2022-05-11T17:00,21.6,0,2,42300,3
2022-05-11T18:00,21.3,0,100,46300,9.1
2022-05-11T19:00,18.5,0,4,32700,7.6
2022-05-11T20:00,15,0,1,23100,9.2
2022-05-11T21:00,14,0,13,18500,7.9
2022-05-11T22:00,13.4,0,100,16100,3.9
2022-05-11T23:00,13.9,0,60,15400,0.4
2022-05-12T00:00,13.3,0,47,15100,3.4
2022-05-12T01:00,13.2,0,90,15700,2.9
2022-05-12T02:00,12.9,0,21,18200,2.9
2022-05-12T03:00,12.6,0,100,15700,4.4
2022-05-12T04:00,13.2,0,100,16700,8.2
2022-05-12T05:00,13.9,0,100,17000,7.5
2022-05-12T06:00,14.9,0,100,18000,7.2
2022-05-12T07:00,15.9,0,100,20700,13.7
2022-05-12T08:00,16,0,100,16800,11.3
2022-05-12T09:00,16.7,0,100,17200,14.3
2022-05-12T10:00,17.9,0,100,17000,13.5
2022-05-12T11:00,18.9,0,100,200,8.9
2022-05-12T12:00,20.4,0,70,18600,9.6
2022-05-12T13:00,21,0,100,16700,3.3
2022-05-12T14:00,21.8,0,100,20100,4.2
2022-05-12T15:00,22,0,80,19600,4.9
2022-05-12T16:00,22.8,0,35,21700,8.7
2022-05-12T17:00,21.8,0,99,18500,3.9
2022-05-12T18:00,18.8,0,49,17600,7.9
2022-05-12T19:00,17.1,0,100,200,4.1
2022-05-12T20:00,16.7,0,0,15600,2.5
2022-05-12T21:00,15.2,0,100,13700,4.8
2022-05-12T22:00,15.6,0,100,12400,6.2
2022-05-12T23:00,15.3,0,100,200,3.1
2022-05-13T00:00,15.5,0,100,200,4.6
2022-05-13T01:00,15.3,0,100,12200,11
2022-05-13T02:00,15.2,0,100,12200,7.6
2022-05-13T03:00,15.1,0,100,200,9.8
2022-05-13T04:00,14.6,0,100,12200,13.2
2022-05-13T05:00,14.3,0,100,12200,10.1
2022-05-13T06:00,14.7,0,90,12200,9
2022-05-13T07:00,14.9,0,100,12200,12.4
2022-05-13T08:00,15.1,0,100,12200,11.2
2022-05-13T09:00,16.1,0,100,12200,14.2
2022-05-13T10:00,17.4,0,100,12400,14.4
2022-05-13T11:00,18,0,100,12700,14
2022-05-13T12:00,19.3,0,100,12400,16.3
2022-05-13T13:00,21.2,0,100,200,18.4
2022-05-13T14:00,20.7,0,100,16300,9.7
2022-05-13T15:00,19.2,0,100,12200,8.3
2022-05-13T16:00,20.1,0,100,13900,8
2022-05-13T17:00,19,0,100,12700,2.5
2022-05-13T18:00,17.6,0,100,12200,4.7
2022-05-13T19:00,16.6,0,100,12400,3.8
2022-05-13T20:00,15.6,0,100,200,5.4
2022-05-13T21:00,15.4,0,100,100,1.1
2022-05-13T22:00,14.4,0,100,12200,0.5
2022-05-13T23:00,14.6,0,100,12200,2.6
2022-05-14T00:00,14.7,0,100,12200,1.8
2022-05-14T01:00,14.8,0,100,12200,1.8
2022-05-14T02:00,15.2,0,100,12200,4.3
2022-05-14T03:00,15.8,0,100,12200,3.2
2022-05-14T04:00,15.6,0,100,12200,2.3
2022-05-14T05:00,15.7,0,100,12200,2.5
2022-05-14T06:00,15.4,0,100,3200,2.3
2022-05-14T07:00,15.8,0,100,800,4
2022-05-14T08:00,16.6,0,100,200,4.9
2022-05-14T09:00,18.1,0,100,1100,2.8
2022-05-14T10:00,18.7,0,100,13600,5.1
2022-05-14T11:00,20.6,0,99,14300,4
2022-05-14T12:00,21.1,0,99,18100,7.2
2022-05-14T13:00,20.5,0,100,13300,10.3
2022-05-14T14:00,21.7,0,99,20600,10
2022-05-14T15:00,18.8,0.4,100,12200,13.1
2022-05-14T16:00,17.7,0.4,100,12800,2.6
2022-05-14T17:00,18.2,0.7,99,12200,2.3
2022-05-14T18:00,17.6,0.4,100,12200,1.8
2022-05-14T19:00,17.1,0,100,14100,8.8
2022-05-14T20:00,16.5,0,100,200,7.6
2022-05-14T21:00,16,0,100,200,5.9
2022-05-14T22:00,15.9,0,100,200,7.4
2022-05-14T23:00,15.6,0,100,12200,8.9
2022-05-15T00:00,15.6,0,100,200,7.7
2022-05-15T01:00,15.2,0,100,200,5.1
2022-05-15T02:00,14.8,0,100,200,4.2
2022-05-15T03:00,15.2,0,100,200,1.1
2022-05-15T04:00,15.1,0,100,200,3.6
2022-05-15T05:00,15.3,0,100,1300,3.1
2022-05-15T06:00,15.6,0,100,200,1.6
2022-05-15T07:00,15.2,0,100,200,4.3
2022-05-15T08:00,16.1,0,100,200,5.8
2022-05-15T09:00,17.8,0,100,12200,3.3
2022-05-15T10:00,18.9,0,100,12900,6.3
2022-05-15T11:00,20.3,0,100,15300,5.4
2022-05-15T12:00,22.5,0,100,18900,7.8
2022-05-15T13:00,23.2,0,100,22000,10.2
2022-05-15T14:00,24,0,100,25200,13.1
2022-05-15T15:00,22.9,0,33,21000,17.4
2022-05-15T16:00,22.6,0,7,22500,20.4
2022-05-15T17:00,22.3,0,7,20100,17.2
2022-05-15T18:00,22.2,0,6,22500,13.4
2022-05-15T19:00,21.2,0,1,22600,10.2
2022-05-15T20:00,18.5,0,2,16000,5.4
2022-05-15T21:00,17.9,0,18,14500,1.1
2022-05-15T22:00,17.2,0,100,14100,7.9
2022-05-15T23:00,17.2,0,7,15000,2.3
2022-05-16T00:00,17,0,27,14600,6.5
2022-05-16T01:00,18.1,0,99,14400,5.5
